tinh,huyen,xa,diaban,hoso,m4b41ma,m4b41c3a,m4b41c3b,m4b41c3c,m4b41c3d,m4b41c3e,m4b41c3f,m4b41c4
801,1,11.0,10,14,,,,,,,,
801,1,11.0,10,15,,,,,,,,
801,1,19.0,18,13,,,,,,,,
801,1,19.0,18,14,,,,,,,,
801,1,19.0,18,15,,,,,,,,
801,3,8.0,1,13,11.0,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0
801,3,8.0,1,14,,,,,,,,
801,3,8.0,1,15,11.0,0.0,0.0,0.0,0.0,1080.0,1080.0,0.0
801,5,3.0,10,13,11.0,0.0,0.0,0.0,0.0,450.0,450.0,0.0
801,5,3.0,10,14,,,,,,,,
801,5,3.0,10,15,11.0,0.0,0.0,0.0,0.0,600.0,600.0,0.0
801,5,17.0,4,13,,,,,,,,
801,5,17.0,4,14,11.0,0.0,0.0,0.0,0.0,480.0,480.0,0.0
801,5,17.0,4,15,11.0,0.0,0.0,0.0,0.0,560.0,560.0,0.0
801,7,1.0,31,13,,,,,,,,
801,7,1.0,31,14,,,,,,,,
801,7,1.0,31,15,,,,,,,,
801,7,7.0,9,13,,,,,,,,
801,7,7.0,9,14,,,,,,,,
801,7,7.0,9,15,,,,,,,,
801,7,11.0,3,13,,,,,,,,
801,7,11.0,3,14,11.0,0.0,0.0,0.0,0.0,270.0,270.0,0.0
801,7,11.0,3,15,,,,,,,,
801,9,11.0,21,13,11.0,0.0,0.0,0.0,0.0,400.0,400.0,0.0
801,9,11.0,21,14,11.0,0.0,0.0,0.0,0.0,210.0,210.0,0.0
801,9,11.0,21,15,,,,,,,,
801,9,19.0,4,14,,,,,,,,
801,9,19.0,4,19,7.0,0.0,0.0,0.0,0.0,600.0,600.0,0.0
801,9,19.0,4,20,7.0,0.0,0.0,0.0,0.0,2100.0,2100.0,0.0
801,11,9.0,8,13,,,,,,,,
801,11,9.0,8,15,,,,,,,,
801,11,9.0,8,19,,,,,,,,
801,11,19.0,4,13,11.0,50.0,20.0,0.0,0.0,40.0,110.0,0.0
801,11,19.0,4,14,,,,,,,,
801,11,19.0,4,15,11.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0
801,13,1.0,6,14,,,,,,,,
801,13,1.0,6,19,,,,,,,,
801,13,1.0,6,20,,,,,,,,
801,13,9.0,14,13,,,,,,,,
801,13,9.0,14,14,,,,,,,,
801,13,9.0,14,15,,,,,,,,
801,13,15.0,4,13,6.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0
801,13,15.0,4,14,11.0,480.0,0.0,0.0,0.0,0.0,480.0,0.0
801,13,15.0,4,15,11.0,450.0,0.0,0.0,0.0,0.0,450.0,0.0
801,15,3.0,18,13,11.0,0.0,0.0,0.0,0.0,3600.0,3600.0,2600.0
801,15,3.0,18,14,,,,,,,,
801,15,3.0,18,15,,,,,,,,
801,15,9.0,7,13,11.0,0.0,0.0,0.0,0.0,400.0,400.0,0.0
801,15,9.0,7,14,1.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0
801,15,9.0,7,14,11.0,0.0,0.0,0.0,0.0,350.0,350.0,0.0
801,15,9.0,7,15,,,,,,,,
801,15,15.0,4,13,,,,,,,,
801,15,15.0,4,14,,,,,,,,
801,15,15.0,4,15,11.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0
801,15,21.0,11,13,,,,,,,,
801,15,21.0,11,14,,,,,,,,
801,15,21.0,11,15,,,,,,,,
801,15,31.0,5,13,,,,,,,,
801,15,31.0,5,14,,,,,,,,
801,15,31.0,5,15,,,,,,,,
801,15,33.0,8,13,,,,,,,,
801,15,33.0,8,14,,,,,,,,
801,15,33.0,8,15,,,,,,,,
801,15,37.0,12,13,,,,,,,,
801,15,37.0,12,14,,,,,,,,
801,15,37.0,12,15,,,,,,,,
801,17,1.0,8,13,,,,,,,,
801,17,1.0,8,14,,,,,,,,
801,17,1.0,8,15,,,,,,,,
801,17,7.0,9,13,,,,,,,,
801,17,7.0,9,14,,,,,,,,
801,17,7.0,9,15,,,,,,,,
801,17,13.0,17,13,,,,,,,,
801,17,13.0,17,15,,,,,,,,
801,17,13.0,17,19,,,,,,,,
801,17,19.0,3,13,,,,,,,,
801,17,19.0,3,14,,,,,,,,
801,17,19.0,3,15,,,,,,,,
801,17,27.0,12,13,,,,,,,,
801,17,27.0,12,14,,,,,,,,
801,17,27.0,12,15,,,,,,,,
801,19,5.0,9,13,,,,,,,,
801,19,5.0,9,14,,,,,,,,
801,19,5.0,9,15,,,,,,,,
801,19,13.0,12,13,,,,,,,,
801,19,13.0,12,15,,,,,,,,
801,19,13.0,12,19,,,,,,,,
801,19,21.0,22,13,,,,,,,,
801,19,21.0,22,14,,,,,,,,
801,19,21.0,22,15,,,,,,,,
801,21,1.0,10,13,,,,,,,,
801,21,1.0,10,14,,,,,,,,
801,21,1.0,10,15,,,,,,,,
801,21,7.0,3,13,,,,,,,,
801,21,7.0,3,14,11.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0
801,21,7.0,3,15,,,,,,,,
801,21,15.0,13,13,,,,,,,,
801,21,15.0,13,14,,,,,,,,
801,21,15.0,13,15,,,,,,,,
801,21,21.0,28,13,,,,,,,,
801,21,21.0,28,14,,,,,,,,
801,21,21.0,28,15,,,,,,,,
801,21,25.0,5,13,,,,,,,,
801,21,25.0,5,14,,,,,,,,
801,21,25.0,5,15,,,,,,,,
801,23,11.0,3,13,,,,,,,,
801,23,11.0,3,14,,,,,,,,
801,23,11.0,3,15,,,,,,,,
801,23,21.0,16,13,,,,,,,,
801,23,21.0,16,14,,,,,,,,
801,23,21.0,16,15,,,,,,,,
801,25,1.0,25,13,13.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0
801,25,1.0,25,13,9.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
801,25,1.0,25,15,,,,,,,,
801,25,1.0,25,20,,,,,,,,
801,25,7.0,15,13,,,,,,,,
801,25,7.0,15,14,,,,,,,,
801,25,7.0,15,19,,,,,,,,
801,25,13.0,14,13,,,,,,,,
801,25,13.0,14,14,13.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0
801,25,13.0,14,15,,,,,,,,
801,25,19.0,3,13,,,,,,,,
801,25,19.0,3,15,,,,,,,,
801,25,19.0,3,19,11.0,0.0,0.0,0.0,0.0,1460.0,1460.0,0.0
801,25,25.0,4,13,,,,,,,,
801,25,25.0,4,15,,,,,,,,
801,25,25.0,4,19,,,,,,,,
801,25,31.0,4,14,,,,,,,,
801,25,31.0,4,15,,,,,,,,
801,25,31.0,4,19,11.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0
801,27,3.0,16,13,,,,,,,,
801,27,3.0,16,14,,,,,,,,
801,27,3.0,16,15,,,,,,,,
801,27,9.0,4,13,,,,,,,,
801,27,9.0,4,14,,,,,,,,
801,27,9.0,4,15,,,,,,,,
801,27,17.0,16,13,,,,,,,,
801,27,17.0,16,15,,,,,,,,
801,27,17.0,16,19,,,,,,,,
801,27,23.0,4,13,,,,,,,,
801,27,23.0,4,14,,,,,,,,
801,27,23.0,4,15,,,,,,,,
801,27,29.0,18,13,,,,,,,,
801,27,29.0,18,14,,,,,,,,
801,27,29.0,18,19,,,,,,,,
803,1,3.0,11,13,,,,,,,,
803,1,3.0,11,14,,,,,,,,
803,1,3.0,11,15,,,,,,,,
803,1,9.0,3,13,,,,,,,,
803,1,9.0,3,14,,,,,,,,
803,1,9.0,3,15,,,,,,,,
803,1,17.0,11,13,,,,,,,,
803,1,17.0,11,14,,,,,,,,
803,1,17.0,11,15,,,,,,,,
803,1,21.0,13,14,,,,,,,,
803,1,21.0,13,15,,,,,,,,
803,1,21.0,13,19,,,,,,,,
803,3,3.0,20,13,,,,,,,,
803,3,3.0,20,14,,,,,,,,
803,3,3.0,20,15,,,,,,,,
803,3,9.0,14,14,,,,,,,,
803,3,9.0,14,15,,,,,,,,
803,3,9.0,14,19,,,,,,,,
803,3,15.0,13,13,,,,,,,,
803,3,15.0,13,14,,,,,,,,
803,3,15.0,13,15,,,,,,,,
803,5,5.0,15,13,,,,,,,,
803,5,5.0,15,14,,,,,,,,
803,5,5.0,15,15,,,,,,,,
803,5,11.0,6,13,,,,,,,,
803,5,11.0,6,14,,,,,,,,
803,5,11.0,6,15,,,,,,,,
803,7,1.0,31,13,,,,,,,,
803,7,1.0,31,14,,,,,,,,
803,7,1.0,31,15,,,,,,,,
803,7,3.0,29,13,,,,,,,,
803,7,3.0,29,14,,,,,,,,
803,7,3.0,29,15,,,,,,,,
803,7,5.0,21,13,,,,,,,,
803,7,5.0,21,14,,,,,,,,
803,7,5.0,21,15,,,,,,,,
803,7,9.0,16,13,,,,,,,,
803,7,9.0,16,14,,,,,,,,
803,7,9.0,16,15,,,,,,,,
803,7,11.0,18,13,,,,,,,,
803,7,11.0,18,14,,,,,,,,
803,7,11.0,18,15,,,,,,,,
803,7,13.0,38,13,,,,,,,,
803,7,13.0,38,14,,,,,,,,
803,7,13.0,38,15,,,,,,,,
803,7,15.0,14,13,,,,,,,,
803,7,15.0,14,14,,,,,,,,
803,7,15.0,14,15,,,,,,,,
803,7,19.0,21,14,,,,,,,,
803,7,19.0,21,19,,,,,,,,
803,7,19.0,21,20,,,,,,,,
803,7,27.0,16,13,,,,,,,,
803,7,27.0,16,14,,,,,,,,
803,7,27.0,16,15,,,,,,,,
803,7,29.0,34,13,,,,,,,,
803,7,29.0,34,14,,,,,,,,
803,7,29.0,34,15,,,,,,,,
803,9,7.0,7,13,,,,,,,,
803,9,7.0,7,14,,,,,,,,
803,9,7.0,7,15,,,,,,,,
803,9,13.0,8,13,,,,,,,,
803,9,13.0,8,14,,,,,,,,
803,9,13.0,8,15,,,,,,,,
803,9,21.0,7,13,,,,,,,,
803,9,21.0,7,14,,,,,,,,
803,9,21.0,7,21,,,,,,,,
803,11,1.0,11,13,,,,,,,,
803,11,1.0,11,14,,,,,,,,
803,11,1.0,11,15,,,,,,,,
803,11,7.0,23,13,,,,,,,,
803,11,7.0,23,15,,,,,,,,
803,11,7.0,23,19,,,,,,,,
803,11,11.0,29,13,11.0,0.0,0.0,0.0,0.0,985.0,985.0,0.0
803,11,11.0,29,14,,,,,,,,
803,11,11.0,29,15,,,,,,,,
803,11,15.0,2,13,,,,,,,,
803,11,15.0,2,14,,,,,,,,
803,11,15.0,2,15,,,,,,,,
803,11,19.0,24,13,,,,,,,,
803,11,19.0,24,14,,,,,,,,
803,11,19.0,24,15,,,,,,,,
803,11,23.0,13,13,,,,,,,,
803,11,23.0,13,14,,,,,,,,
803,11,23.0,13,15,,,,,,,,
803,13,1.0,15,13,,,,,,,,
803,13,1.0,15,14,,,,,,,,
803,13,1.0,15,15,,,,,,,,
803,13,3.0,5,13,,,,,,,,
803,13,3.0,5,14,,,,,,,,
803,13,3.0,5,15,,,,,,,,
803,13,7.0,21,13,,,,,,,,
803,13,7.0,21,15,,,,,,,,
803,13,7.0,21,20,,,,,,,,
803,13,13.0,11,14,,,,,,,,
803,13,13.0,11,15,,,,,,,,
803,13,13.0,11,19,,,,,,,,
803,13,17.0,15,13,,,,,,,,
803,13,17.0,15,14,,,,,,,,
803,13,17.0,15,15,,,,,,,,
803,15,7.0,13,13,,,,,,,,
803,15,7.0,13,14,,,,,,,,
803,15,7.0,13,15,,,,,,,,
803,15,13.0,15,13,,,,,,,,
803,15,13.0,15,14,,,,,,,,
803,15,13.0,15,15,,,,,,,,
803,15,19.0,20,13,,,,,,,,
803,15,19.0,20,14,,,,,,,,
803,15,19.0,20,15,,,,,,,,
803,15,23.0,24,15,,,,,,,,
803,15,23.0,24,19,,,,,,,,
803,15,23.0,24,22,,,,,,,,
803,15,27.0,17,13,,,,,,,,
803,15,27.0,17,14,,,,,,,,
803,15,27.0,17,15,,,,,,,,
803,15,33.0,11,13,,,,,,,,
803,15,33.0,11,14,,,,,,,,
803,15,33.0,11,15,,,,,,,,
803,17,1.0,8,13,,,,,,,,
803,17,1.0,8,14,,,,,,,,
803,17,1.0,8,15,,,,,,,,
803,17,3.0,12,13,,,,,,,,
803,17,3.0,12,14,,,,,,,,
803,17,3.0,12,15,,,,,,,,
803,17,5.0,16,13,,,,,,,,
803,17,5.0,16,14,,,,,,,,
803,17,5.0,16,15,,,,,,,,
803,17,9.0,3,13,,,,,,,,
803,17,9.0,3,14,,,,,,,,
803,17,9.0,3,15,,,,,,,,
803,17,13.0,13,13,,,,,,,,
803,17,13.0,13,14,,,,,,,,
803,17,13.0,13,15,,,,,,,,
803,17,19.0,17,13,,,,,,,,
803,17,19.0,17,14,,,,,,,,
803,17,19.0,17,15,,,,,,,,
803,17,23.0,15,13,,,,,,,,
803,17,23.0,15,15,,,,,,,,
803,17,23.0,15,19,,,,,,,,
803,19,5.0,12,13,,,,,,,,
803,19,5.0,12,14,,,,,,,,
803,19,5.0,12,15,,,,,,,,
803,19,11.0,30,13,,,,,,,,
803,19,11.0,30,14,,,,,,,,
803,19,11.0,30,15,,,,,,,,
803,19,13.0,14,13,11.0,0.0,0.0,0.0,0.0,650.0,650.0,0.0
803,19,13.0,14,14,,,,,,,,
803,19,13.0,14,15,,,,,,,,
803,19,19.0,21,14,,,,,,,,
803,19,19.0,21,15,,,,,,,,
803,19,19.0,21,19,,,,,,,,
803,19,23.0,36,15,,,,,,,,
803,19,23.0,36,19,,,,,,,,
803,19,23.0,36,20,,,,,,,,
803,21,1.0,22,13,,,,,,,,
803,21,1.0,22,14,,,,,,,,
803,21,1.0,22,15,,,,,,,,
803,21,5.0,33,13,,,,,,,,
803,21,5.0,33,14,,,,,,,,
803,21,5.0,33,19,,,,,,,,
803,21,9.0,11,13,,,,,,,,
803,21,9.0,11,14,,,,,,,,
803,21,9.0,11,15,,,,,,,,
803,21,13.0,13,13,,,,,,,,
803,21,13.0,13,14,,,,,,,,
803,21,13.0,13,15,,,,,,,,
803,21,17.0,12,13,,,,,,,,
803,21,17.0,12,15,,,,,,,,
803,21,17.0,12,19,,,,,,,,
805,1,3.0,37,13,,,,,,,,
805,1,3.0,37,15,,,,,,,,
805,1,3.0,37,20,,,,,,,,
805,1,5.0,8,13,,,,,,,,
805,1,5.0,8,14,,,,,,,,
805,1,5.0,8,15,,,,,,,,
805,1,8.0,39,13,,,,,,,,
805,1,8.0,39,15,,,,,,,,
805,1,8.0,39,19,,,,,,,,
805,1,9.0,35,13,,,,,,,,
805,1,9.0,35,14,,,,,,,,
805,1,9.0,35,15,,,,,,,,
805,1,15.0,8,13,,,,,,,,
805,1,15.0,8,14,,,,,,,,
805,1,15.0,8,15,,,,,,,,
805,1,17.0,17,13,,,,,,,,
805,1,17.0,17,14,,,,,,,,
805,1,17.0,17,19,,,,,,,,
805,1,19.0,8,13,,,,,,,,
805,1,19.0,8,14,,,,,,,,
805,1,19.0,8,15,,,,,,,,
805,3,1.0,29,13,,,,,,,,
805,3,1.0,29,14,,,,,,,,
805,3,1.0,29,15,,,,,,,,
805,3,3.0,43,13,,,,,,,,
805,3,3.0,43,14,,,,,,,,
805,3,3.0,43,15,,,,,,,,
805,3,4.0,46,13,,,,,,,,
805,3,4.0,46,14,,,,,,,,
805,3,4.0,46,15,,,,,,,,
805,5,1.0,22,13,,,,,,,,
805,5,1.0,22,14,,,,,,,,
805,5,1.0,22,15,,,,,,,,
805,5,3.0,25,13,,,,,,,,
805,5,3.0,25,14,,,,,,,,
805,5,3.0,25,15,,,,,,,,
805,5,7.0,25,13,,,,,,,,
805,5,7.0,25,14,,,,,,,,
805,5,7.0,25,15,,,,,,,,
805,5,11.0,23,13,,,,,,,,
805,5,11.0,23,14,,,,,,,,
805,5,11.0,23,15,11.0,0.0,0.0,0.0,0.0,320.0,320.0,0.0
805,5,17.0,12,13,,,,,,,,
805,5,17.0,12,14,,,,,,,,
805,5,17.0,12,15,,,,,,,,
805,5,23.0,12,13,11.0,0.0,0.0,0.0,0.0,450.0,450.0,0.0
805,5,23.0,12,14,11.0,0.0,0.0,0.0,0.0,400.0,400.0,0.0
805,5,23.0,12,15,11.0,0.0,0.0,0.0,0.0,400.0,400.0,0.0
805,7,1.0,54,13,,,,,,,,
805,7,1.0,54,15,,,,,,,,
805,7,1.0,54,19,,,,,,,,
805,7,5.0,28,13,,,,,,,,
805,7,5.0,28,14,,,,,,,,
805,7,5.0,28,15,,,,,,,,
805,7,9.0,34,13,,,,,,,,
805,7,9.0,34,14,,,,,,,,
805,7,9.0,34,15,,,,,,,,
805,7,13.0,16,13,,,,,,,,
805,7,13.0,16,14,,,,,,,,
805,7,13.0,16,20,,,,,,,,
805,7,19.0,9,13,,,,,,,,
805,7,19.0,9,14,,,,,,,,
805,7,19.0,9,15,,,,,,,,
805,9,1.0,40,13,,,,,,,,
805,9,1.0,40,15,,,,,,,,
805,9,1.0,40,19,,,,,,,,
805,9,3.0,20,13,,,,,,,,
805,9,3.0,20,14,,,,,,,,
805,9,3.0,20,15,,,,,,,,
805,9,7.0,7,13,,,,,,,,
805,9,7.0,7,14,,,,,,,,
805,9,7.0,7,15,,,,,,,,
805,9,13.0,24,13,,,,,,,,
805,9,13.0,24,15,,,,,,,,
805,9,13.0,24,19,,,,,,,,
805,9,19.0,25,13,,,,,,,,
805,9,19.0,25,14,,,,,,,,
805,9,19.0,25,15,,,,,,,,
805,9,25.0,22,13,,,,,,,,
805,9,25.0,22,14,,,,,,,,
805,9,25.0,22,15,,,,,,,,
805,9,29.0,14,13,,,,,,,,
805,9,29.0,14,14,,,,,,,,
805,9,29.0,14,15,,,,,,,,
805,9,34.0,21,13,,,,,,,,
805,9,34.0,21,15,,,,,,,,
805,9,34.0,21,20,,,,,,,,
805,11,1.0,20,13,,,,,,,,
805,11,1.0,20,14,,,,,,,,
805,11,1.0,20,19,,,,,,,,
805,11,5.0,23,13,,,,,,,,
805,11,5.0,23,15,,,,,,,,
805,11,5.0,23,19,,,,,,,,
805,11,7.0,34,13,,,,,,,,
805,11,7.0,34,14,,,,,,,,
805,11,7.0,34,15,,,,,,,,
805,11,11.0,43,13,,,,,,,,
805,11,11.0,43,14,,,,,,,,
805,11,11.0,43,15,,,,,,,,
805,11,15.0,30,13,11.0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0
805,11,15.0,30,14,,,,,,,,
805,11,15.0,30,15,,,,,,,,
805,11,19.0,30,13,,,,,,,,
805,11,19.0,30,14,,,,,,,,
805,11,19.0,30,15,11.0,0.0,0.0,0.0,0.0,480.0,480.0,0.0
805,11,23.0,13,13,,,,,,,,
805,11,23.0,13,14,,,,,,,,
805,11,23.0,13,15,,,,,,,,
805,13,3.0,22,13,,,,,,,,
805,13,3.0,22,14,,,,,,,,
805,13,3.0,22,15,,,,,,,,
805,13,11.0,21,14,,,,,,,,
805,13,11.0,21,15,,,,,,,,
805,13,11.0,21,20,,,,,,,,
805,13,17.0,4,13,,,,,,,,
805,13,17.0,4,14,,,,,,,,
805,13,17.0,4,15,,,,,,,,
805,13,25.0,10,13,,,,,,,,
805,13,25.0,10,14,,,,,,,,
805,13,25.0,10,15,,,,,,,,
805,15,1.0,24,13,,,,,,,,
805,15,1.0,24,14,,,,,,,,
805,15,1.0,24,15,,,,,,,,
805,15,11.0,27,13,,,,,,,,
805,15,11.0,27,14,,,,,,,,
805,15,11.0,27,15,,,,,,,,
805,15,17.0,5,13,,,,,,,,
805,15,17.0,5,14,,,,,,,,
805,15,17.0,5,15,,,,,,,,
805,15,27.0,13,13,,,,,,,,
805,15,27.0,13,14,,,,,,,,
805,15,27.0,13,15,,,,,,,,
805,17,1.0,26,13,,,,,,,,
805,17,1.0,26,14,,,,,,,,
805,17,1.0,26,15,,,,,,,,
805,17,2.0,8,13,,,,,,,,
805,17,2.0,8,14,,,,,,,,
805,17,2.0,8,15,,,,,,,,
805,17,3.0,30,13,,,,,,,,
805,17,3.0,30,14,,,,,,,,
805,17,3.0,30,15,,,,,,,,
805,17,7.0,23,13,,,,,,,,
805,17,7.0,23,14,,,,,,,,
805,17,7.0,23,15,11.0,0.0,0.0,0.0,0.0,260.0,260.0,0.0
805,17,9.0,21,13,,,,,,,,
805,17,9.0,21,14,,,,,,,,
805,17,9.0,21,19,,,,,,,,
805,17,13.0,33,13,,,,,,,,
805,17,13.0,33,14,,,,,,,,
805,17,13.0,33,15,,,,,,,,
805,17,15.0,22,13,,,,,,,,
805,17,15.0,22,14,,,,,,,,
805,17,15.0,22,15,,,,,,,,
805,17,21.0,18,13,,,,,,,,
805,17,21.0,18,14,,,,,,,,
805,17,21.0,18,15,,,,,,,,
805,17,23.0,32,13,,,,,,,,
805,17,23.0,32,14,,,,,,,,
805,17,23.0,32,15,,,,,,,,
805,17,25.0,14,13,,,,,,,,
805,17,25.0,14,14,,,,,,,,
805,17,25.0,14,15,,,,,,,,
805,17,29.0,33,13,,,,,,,,
805,17,29.0,33,14,,,,,,,,
805,17,29.0,33,15,,,,,,,,
805,19,3.0,20,13,,,,,,,,
805,19,3.0,20,14,,,,,,,,
805,19,3.0,20,15,,,,,,,,
805,19,7.0,23,13,,,,,,,,
805,19,7.0,23,14,,,,,,,,
805,19,7.0,23,15,,,,,,,,
805,19,13.0,18,13,,,,,,,,
805,19,13.0,18,14,,,,,,,,
805,19,13.0,18,15,,,,,,,,
805,19,19.0,11,13,,,,,,,,
805,19,19.0,11,14,,,,,,,,
805,19,19.0,11,15,11.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0
805,21,3.0,20,13,,,,,,,,
805,21,3.0,20,14,,,,,,,,
805,21,3.0,20,15,,,,,,,,
805,21,4.0,21,13,,,,,,,,
805,21,4.0,21,14,,,,,,,,
805,21,4.0,21,15,,,,,,,,
805,21,9.0,18,13,,,,,,,,
805,21,9.0,18,14,,,,,,,,
805,21,9.0,18,15,,,,,,,,
805,21,13.0,10,13,,,,,,,,
805,21,13.0,10,14,,,,,,,,
805,21,13.0,10,15,,,,,,,,
805,21,21.0,8,13,,,,,,,,
805,21,21.0,8,14,,,,,,,,
805,21,21.0,8,15,,,,,,,,
807,1,3.0,23,13,,,,,,,,
807,1,3.0,23,15,,,,,,,,
807,1,3.0,23,19,,,,,,,,
807,1,7.0,6,14,,,,,,,,
807,1,7.0,6,15,,,,,,,,
807,1,7.0,6,24,,,,,,,,
807,1,11.0,16,13,,,,,,,,
807,1,11.0,16,15,,,,,,,,
